Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.02398E-2,81.381666802,0.764830524,0.096256684,0.802325581,0
1.02398E-2,82.405649475,0.764831048,0.090909091,0.802325581,0
1.02729E-2,83.432934955,0.765926418,0.085561497,0.813953488,0
1.03868E-2,84.471618509,0.769667535,0.080213904,0.825581395,0
1.0403E-2,85.51191997,0.770193702,0.07486631,0.837209302,0
1.04621E-2,86.558130561,0.772105246,0.069518717,0.848837209,0
1.07359E-2,87.631718908,0.780756259,0.064171123,0.860465116,0
1.07359E-2,88.705307255,0.780756259,0.053475936,0.860465116,0
1.07795E-2,89.783260936,0.782104963,0.053475936,0.88372093,0
1.0798E-2,90.863057998,0.782671996,0.048128342,0.895348837,0
1.08933E-2,91.952383618,0.785579583,0.042780749,0.906976744,0
1.10295E-2,93.055332705,0.78966927,0.037433155,0.918604651,0
1.12343E-2,94.178767003,0.795672455,0.032085561,0.930232558,0
1.13822E-2,95.316984255,0.799897873,0.026737968,0.941860465,0
1.14431E-2,97.599511002,0.801613693,0.016042781,0.965116279,0
1.18778E-2,98.787293738,0.813437825,0.010695187,0.976744186,0
1.21271E-2,100,0.819896101,0.005347594,0.988372093,0
1.21271E-2,100,0.819896101,0.005347594,1,0
