X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.003571269977885085,10.957573461060662,0.4418586720948794
2.0,2.0,train,0.008012780581240362,62.341717796880374,0.7297439396354277
3.0,3.0,train,0.004247332906724904,14.814563138004843,0.5001941574227472
4.0,4.0,train,0.0019315685033457998,4.0155357937225,0.2705034407610558
5.0,5.0,train,0.0065160739334883715,31.00104396945036,0.6549245510552739
6.0,6.0,train,0.0054408134918572,20.851464327058196,0.5886931735924119
7.0,7.0,train,0.003860962700213078,13.197932078259528,0.4676457983493286
8.0,8.0,train,0.00665169984121391,35.61025011145899,0.6624825894182772
9.0,9.0,train,0.006528163124688768,32.3060828939391,0.6556050620801375
10.0,10.0,train,0.007331326789710805,46.77210410807771,0.6979348753273608
11.0,11.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
12.0,12.0,train,0.007150799112188577,44.608782930553076,0.6888980979522361
13.0,13.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
14.0,14.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
15.0,15.0,train,0.004617424518510196,16.163022278318127,0.5295035358461215
16.0,16.0,train,0.008006323265501781,59.936508376845254,0.7294588319780312
17.0,17.0,train,0.006832392192800897,38.30883173314245,0.6722954869137319
18.0,18.0,train,0.007331326789710805,46.77210410807771,0.6979348753273608
19.0,19.0,train,0.007331326789710805,46.77210410807771,0.6979348753273608
20.0,20.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
21.0,21.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
22.0,22.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
23.0,23.0,train,0.008006323265501781,59.936508376845254,0.7294588319780312
24.0,24.0,train,0.007150799112188577,44.608782930553076,0.6888980979522361
25.0,25.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
26.0,26.0,train,0.007949670781278478,56.73697407006439,0.7269445437901608
27.0,27.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
28.0,28.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
29.0,29.0,train,0.008012780581240362,62.341717796880374,0.7297439396354277
30.0,30.0,train,0.0024185931167316085,6.057920798006278,0.3262698150751707
31.0,31.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
32.0,32.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
33.0,33.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
34.0,34.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
35.0,35.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
36.0,36.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
37.0,37.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
38.0,38.0,train,0.006600668905773161,33.62133881289733,0.6596584064589761
39.0,39.0,train,0.008006287614283738,58.33398687669704,0.7294572570473798
40.0,40.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
41.0,41.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
42.0,42.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
43.0,43.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
44.0,44.0,train,0.008006287614283738,58.33398687669704,0.7294572570473798
45.0,45.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
46.0,46.0,train,0.008006323265501781,59.936508376845254,0.7294588319780312
47.0,47.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
48.0,48.0,train,0.0065152064764630625,30.349083646847028,0.6548756694762424
49.0,49.0,train,0.006609522286372081,34.28238913984278,0.6601500640181033
50.0,50.0,train,0.0055960914942244045,22.49939605704232,0.5989907298071825
51.0,51.0,train,0.007964713567437037,57.53347274350308,0.7276144257932422
52.0,52.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
53.0,53.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
54.0,54.0,train,0.006832392192800897,38.30883173314245,0.6722954869137319
55.0,55.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
56.0,56.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
57.0,57.0,train,0.0052999571566740315,19.239868910019894,0.5791234650543096
58.0,58.0,train,0.0052999571566740315,19.239868910019894,0.5791234650543096
59.0,59.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
60.0,60.0,train,0.0073789465784399435,49.71294706594916,0.7002745372616653
61.0,61.0,train,0.00608443986030202,27.184791754632272,0.629725933015205
62.0,62.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
63.0,63.0,train,0.005173491947882478,18.19007367366291,0.5703419376817487
64.0,64.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
65.0,65.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
66.0,66.0,train,0.008012780581240362,62.341717796880374,0.7297439396354277
67.0,67.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
68.0,68.0,train,0.008012780581240362,62.341717796880374,0.7297439396354277
69.0,69.0,train,0.007703993780773835,51.23349355815495,0.7157679881631208
70.0,70.0,train,0.007122506811029317,42.4692110960248,0.6874575526047755
71.0,71.0,train,0.007122506811029317,42.4692110960248,0.6874575526047755
72.0,72.0,train,0.006902392524846744,41.04871270571322,0.6760198781481542
73.0,73.0,train,0.006466407197364502,29.69759610231662,0.6521146284131993
74.0,74.0,train,0.006336396099324493,29.050944335925326,0.644650363560187
75.0,75.0,train,0.007488460200254923,50.46204678279951,0.705586645786753
76.0,76.0,train,0.00801325663922672,65.52055516862504,0.7297649469653125
