variable,x,y
bio12,72.30000000000001,0.3161614239215851
bio12,76.75680000000001,0.3161614239215851
bio12,81.21360000000001,0.3161614239215851
bio12,85.67040000000001,0.3161614239215851
bio12,90.12720000000002,0.3161614239215851
bio12,94.584,0.3161614239215851
bio12,99.0408,0.3161614239215851
bio12,103.4976,0.3161614239215851
bio12,107.9544,0.3161614239215851
bio12,112.41120000000001,0.3161614239215851
bio12,116.868,0.3161614239215851
bio12,121.3248,0.3161614239215851
bio12,125.7816,0.3161614239215851
bio12,130.2384,0.3161614239215851
bio12,134.6952,0.3161614239215851
bio12,139.152,0.3161614239215851
bio12,143.6088,0.3161614239215851
bio12,148.06560000000002,0.3161614239215851
bio12,152.5224,0.3161614239215851
bio12,156.9792,0.3161614239215851
bio12,161.43599999999998,0.3161614239215851
bio12,165.8928,0.3161614239215851
bio12,170.34959999999998,0.3161614239215851
bio12,174.8064,0.3161614239215851
bio12,179.26319999999998,0.3161614239215851
bio12,183.72,0.3161614239215851
bio12,188.17680000000001,0.3161614239215851
bio12,192.6336,0.3161614239215851
bio12,197.0904,0.3161614239215851
bio12,201.5472,0.3161614239215851
bio12,206.004,0.3161614239215851
bio12,210.4608,0.3161614239215851
bio12,214.9176,0.3161614239215851
bio12,219.37439999999998,0.3161614239215851
bio12,223.8312,0.3161614239215851
bio12,228.28799999999998,0.3161614239215851
bio12,232.7448,0.3161614239215851
bio12,237.20159999999998,0.3161614239215851
bio12,241.65839999999997,0.3161614239215851
bio12,246.1152,0.3161614239215851
bio12,250.57199999999997,0.3161614239215851
bio12,255.02879999999996,0.3161614239215851
bio12,259.4856,0.3172624409198761
bio12,263.94239999999996,0.32058286666870117
bio12,268.39919999999995,0.3239292502403259
bio12,272.856,0.327301561832428
bio12,277.3128,0.3306998312473297
bio12,281.76959999999997,0.33412399888038635
bio12,286.2264,0.3375740945339203
bio12,290.68319999999994,0.34104999899864197
bio12,295.14,0.3445517420768738
bio12,299.5968,0.34807923436164856
bio12,304.05359999999996,0.35163241624832153
bio12,308.5104,0.3552112877368927
bio12,312.96719999999993,0.3588157296180725
bio12,317.424,0.3624456822872162
bio12,321.88079999999997,0.36610105633735657
bio12,326.33759999999995,0.3697817623615265
bio12,330.7944,0.3734877109527588
bio12,335.2512,0.3772187829017639
bio12,339.70799999999997,0.3809748888015747
bio12,344.16479999999996,0.38475584983825684
bio12,348.6216,0.3885616064071655
bio12,353.0784,0.39239197969436646
bio12,357.5352,0.3962467908859253
bio12,361.99199999999996,0.40012598037719727
bio12,366.44879999999995,0.4040292799472809
bio12,370.9056,0.4079565703868866
bio12,375.3624,0.4119076430797577
bio12,379.81919999999997,0.41588231921195984
bio12,384.27599999999995,0.41988036036491394
bio12,388.73279999999994,0.42390161752700806
bio12,393.1896,0.4279458224773407
bio12,397.64639999999997,0.43201276659965515
bio12,402.10319999999996,0.4361021816730499
bio12,406.55999999999995,0.4402138292789459
bio12,411.01679999999993,0.44434747099876404
bio12,415.4735999999999,0.4485027492046356
bio12,419.93039999999996,0.45267948508262634
bio12,424.38719999999995,0.45687732100486755
bio12,428.84399999999994,0.4610959589481354
bio12,433.3007999999999,0.46533510088920593
bio12,437.7575999999999,0.46959441900253296
bio12,442.21439999999996,0.4738735258579254
bio12,446.67119999999994,0.4781721532344818
bio12,451.12799999999993,0.48248985409736633
bio12,455.5847999999999,0.4868263602256775
bio12,460.0415999999999,0.4911811649799347
bio12,464.4983999999999,0.49555397033691406
bio12,468.9552,0.4999443292617798
bio12,473.412,0.504351794719696
bio12,477.86879999999996,0.5087760090827942
bio12,482.32559999999995,0.513216495513916
bio12,486.78239999999994,0.5176727771759033
bio12,491.2392,0.5221443772315979
bio12,495.69599999999997,0.5266308784484863
bio12,500.15279999999996,0.5311317443847656
bio12,504.60959999999994,0.5356464982032776
bio12,509.06639999999993,0.540174663066864
bio12,513.5232,0.5447155833244324
bio12,517.98,0.5492688417434692
bio12,522.4368,0.5538339018821716
bio12,526.8935999999999,0.558410108089447
bio12,531.3503999999999,0.5629969239234924
bio12,535.8072,0.5675938129425049
bio12,540.2639999999999,0.5722000598907471
bio12,544.7207999999999,0.5768152475357056
bio12,549.1776,0.5814386010169983
bio12,553.6343999999999,0.5860695242881775
bio12,558.0911999999998,0.5907073616981506
bio12,562.548,0.59535151720047
bio12,567.0047999999999,0.600001335144043
bio12,571.4615999999999,0.6046560406684875
bio12,575.9183999999999,0.6093149781227112
bio12,580.3752,0.6139774918556213
bio12,584.8319999999999,0.6186428666114807
bio12,589.2888,0.623310387134552
bio12,593.7456,0.6279792785644531
bio12,598.2023999999999,0.6326488256454468
bio12,602.6592,0.6373183131217957
bio12,607.116,0.6419870257377625
bio12,611.5727999999999,0.6466540098190308
bio12,616.0295999999998,0.6513186097145081
bio12,620.4864,0.655980110168457
bio12,624.9431999999999,0.6606375575065613
bio12,629.3999999999999,0.665290355682373
bio12,633.8568,0.6699374914169312
bio12,638.3136,0.6745782494544983
bio12,642.7703999999999,0.6792117357254028
bio12,647.2272,0.6838372349739075
bio12,651.684,0.6884538531303406
bio12,656.1407999999999,0.6930606961250305
bio12,660.5975999999998,0.6976569890975952
bio12,665.0544,0.702241837978363
bio12,669.5111999999999,0.7068144679069519
bio12,673.9679999999998,0.7113738656044006
bio12,678.4248,0.7159192562103271
bio12,682.8815999999999,0.7204497456550598
bio12,687.3383999999999,0.724964439868927
bio12,691.7952,0.7292867302894592
bio12,696.252,0.7311204075813293
bio12,700.7087999999999,0.7324747443199158
bio12,705.1655999999998,0.7327100038528442
bio12,709.6224,0.7327100038528442
bio12,714.0791999999999,0.7327100038528442
bio12,718.5359999999998,0.7327100038528442
bio12,722.9928,0.7327100038528442
bio12,727.4495999999999,0.7327100038528442
bio12,731.9063999999998,0.7327100038528442
bio12,736.3631999999998,0.7327100038528442
bio12,740.8199999999999,0.7327100038528442
bio12,745.2767999999999,0.7327100038528442
bio12,749.7335999999998,0.7327100038528442
bio12,754.1904,0.7327100038528442
bio12,758.6471999999999,0.7327100038528442
bio12,763.1039999999998,0.7327100038528442
bio12,767.5608,0.7327100038528442
bio12,772.0175999999999,0.7327100038528442
bio12,776.4743999999998,0.7327100038528442
bio12,780.9311999999998,0.7327100038528442
bio12,785.3879999999999,0.7327100038528442
bio12,789.8447999999999,0.7327100038528442
bio12,794.3015999999998,0.7327100038528442
bio12,798.7583999999999,0.7327100038528442
bio12,803.2151999999999,0.7327100038528442
bio12,807.6719999999998,0.7327100038528442
bio12,812.1288,0.7327100038528442
bio12,816.5855999999999,0.7327100038528442
bio12,821.0423999999998,0.7327100038528442
bio12,825.4991999999997,0.7327100038528442
bio12,829.9559999999999,0.7327100038528442
bio12,834.4127999999998,0.7327100038528442
bio12,838.8695999999998,0.7327100038528442
bio12,843.3263999999999,0.7327100038528442
bio12,847.7831999999999,0.7327100038528442
bio12,852.2399999999998,0.7327100038528442
