variable,x,y
bio1,98.2,0.7233197689056396
bio1,98.45920000000001,0.7233197689056396
bio1,98.7184,0.7233197689056396
bio1,98.97760000000001,0.7233197689056396
bio1,99.2368,0.7233197689056396
bio1,99.49600000000001,0.7233197689056396
bio1,99.7552,0.7233197689056396
bio1,100.01440000000001,0.7233197689056396
bio1,100.2736,0.7233197689056396
bio1,100.53280000000001,0.7233197689056396
bio1,100.792,0.7233197689056396
bio1,101.05120000000001,0.7233197689056396
bio1,101.3104,0.7233197689056396
bio1,101.56960000000001,0.7233197689056396
bio1,101.8288,0.7233197689056396
bio1,102.08800000000001,0.7233197689056396
bio1,102.3472,0.7233197689056396
bio1,102.60640000000001,0.7233197689056396
bio1,102.8656,0.7233197689056396
bio1,103.12480000000001,0.7233197689056396
bio1,103.384,0.7233197689056396
bio1,103.64320000000001,0.7233197689056396
bio1,103.9024,0.7233197689056396
bio1,104.1616,0.7233197689056396
bio1,104.4208,0.7233197689056396
bio1,104.68,0.7233197689056396
bio1,104.9392,0.7233197689056396
bio1,105.1984,0.7233197689056396
bio1,105.4576,0.7233197689056396
bio1,105.7168,0.7233197689056396
bio1,105.976,0.7233197689056396
bio1,106.2352,0.7233197689056396
bio1,106.4944,0.7233197689056396
bio1,106.7536,0.7233197689056396
bio1,107.0128,0.7233197689056396
bio1,107.272,0.7233197689056396
bio1,107.5312,0.7233197689056396
bio1,107.7904,0.7233197689056396
bio1,108.0496,0.7233197689056396
bio1,108.3088,0.7233197689056396
bio1,108.56800000000001,0.7233197689056396
bio1,108.8272,0.7233197689056396
bio1,109.0864,0.7233729958534241
bio1,109.3456,0.723532497882843
bio1,109.60480000000001,0.723691999912262
bio1,109.864,0.7238514423370361
bio1,110.12320000000001,0.7240108847618103
bio1,110.3824,0.7241703271865845
bio1,110.64160000000001,0.7243297100067139
bio1,110.9008,0.7244890928268433
bio1,111.16000000000001,0.7246484756469727
bio1,111.4192,0.7248077988624573
bio1,111.67840000000001,0.7249671220779419
bio1,111.9376,0.7251264452934265
bio1,112.19680000000001,0.7252857089042664
bio1,112.456,0.7254449725151062
bio1,112.71520000000001,0.725604236125946
bio1,112.9744,0.7257634401321411
bio1,113.23360000000001,0.7259226441383362
bio1,113.4928,0.7260818481445312
bio1,113.75200000000001,0.7262409925460815
bio1,114.0112,0.7264001369476318
bio1,114.27040000000001,0.7265592217445374
bio1,114.5296,0.7267183065414429
bio1,114.78880000000001,0.7268773913383484
bio1,115.048,0.7270364761352539
bio1,115.30720000000001,0.7271955013275146
bio1,115.5664,0.7273544669151306
bio1,115.82560000000001,0.7275134921073914
bio1,116.0848,0.7276724576950073
bio1,116.34400000000001,0.7278313636779785
bio1,116.60320000000002,0.7279903292655945
bio1,116.86240000000001,0.7281492352485657
bio1,117.1216,0.7283080816268921
bio1,117.38080000000001,0.7284669280052185
bio1,117.64000000000001,0.7286257743835449
bio1,117.89920000000001,0.7287846207618713
bio1,118.1584,0.728943407535553
bio1,118.41760000000001,0.7291021943092346
bio1,118.67680000000001,0.7292609214782715
bio1,118.936,0.7294196486473083
bio1,119.1952,0.7295783758163452
bio1,119.4544,0.7297370433807373
bio1,119.71360000000001,0.7297649383544922
bio1,119.9728,0.7297649383544922
bio1,120.232,0.7297649383544922
bio1,120.4912,0.7297649383544922
bio1,120.75040000000001,0.7297649383544922
bio1,121.0096,0.7297649383544922
bio1,121.2688,0.7297649383544922
bio1,121.528,0.7297649383544922
bio1,121.78720000000001,0.7297649383544922
bio1,122.0464,0.7297649383544922
bio1,122.30560000000001,0.7297649383544922
bio1,122.5648,0.7297649383544922
bio1,122.82400000000001,0.7297649383544922
bio1,123.0832,0.7297649383544922
bio1,123.34240000000001,0.7297649383544922
bio1,123.6016,0.7297649383544922
bio1,123.86080000000001,0.7297649383544922
bio1,124.12,0.7297649383544922
bio1,124.37920000000001,0.7297649383544922
bio1,124.6384,0.7297649383544922
bio1,124.89760000000001,0.7297649383544922
bio1,125.1568,0.7297649383544922
bio1,125.41600000000001,0.7297649383544922
bio1,125.6752,0.7297649383544922
bio1,125.93440000000001,0.7297649383544922
bio1,126.1936,0.7297649383544922
bio1,126.45280000000001,0.7297649383544922
bio1,126.712,0.7297649383544922
bio1,126.97120000000001,0.7297649383544922
bio1,127.2304,0.7297649383544922
bio1,127.48960000000001,0.7297649383544922
bio1,127.74880000000002,0.7297649383544922
bio1,128.008,0.7297649383544922
bio1,128.2672,0.7297649383544922
bio1,128.52640000000002,0.7297649383544922
bio1,128.78560000000002,0.7297649383544922
bio1,129.0448,0.7297649383544922
bio1,129.304,0.7297649383544922
bio1,129.5632,0.7297649383544922
bio1,129.82240000000002,0.7297649383544922
bio1,130.0816,0.7297649383544922
bio1,130.3408,0.7297649383544922
bio1,130.60000000000002,0.7297649383544922
bio1,130.85920000000002,0.7297649383544922
bio1,131.1184,0.7297649383544922
bio1,131.3776,0.7297649383544922
bio1,131.6368,0.7297649383544922
bio1,131.89600000000002,0.7297649383544922
bio1,132.1552,0.7297649383544922
bio1,132.4144,0.7297649383544922
bio1,132.67360000000002,0.7297649383544922
bio1,132.93280000000001,0.7297649383544922
bio1,133.192,0.7297649383544922
bio1,133.4512,0.7297649383544922
bio1,133.71040000000002,0.7297649383544922
bio1,133.9696,0.7297649383544922
bio1,134.2288,0.7297649383544922
bio1,134.488,0.7297649383544922
bio1,134.74720000000002,0.7297649383544922
bio1,135.0064,0.7297649383544922
bio1,135.2656,0.7297649383544922
bio1,135.5248,0.7297649383544922
bio1,135.78400000000002,0.7297649383544922
bio1,136.0432,0.7297649383544922
bio1,136.3024,0.7297649383544922
bio1,136.5616,0.7297649383544922
bio1,136.82080000000002,0.7297649383544922
bio1,137.08,0.7297649383544922
bio1,137.3392,0.7297649383544922
bio1,137.59840000000003,0.7297649383544922
bio1,137.85760000000002,0.7297649383544922
bio1,138.1168,0.7297649383544922
bio1,138.376,0.7297649383544922
bio1,138.6352,0.7297649383544922
bio1,138.89440000000002,0.7297649383544922
bio1,139.1536,0.7297649383544922
bio1,139.4128,0.7297649383544922
bio1,139.67200000000003,0.7297649383544922
bio1,139.9312,0.7297649383544922
bio1,140.1904,0.7297649383544922
bio1,140.4496,0.7297649383544922
bio1,140.7088,0.7297649383544922
bio1,140.96800000000002,0.7297649383544922
bio1,141.2272,0.7297649383544922
bio1,141.4864,0.7297649383544922
bio1,141.74560000000002,0.7297649383544922
bio1,142.00480000000002,0.7297649383544922
bio1,142.264,0.7297649383544922
bio1,142.5232,0.7297649383544922
bio1,142.7824,0.7297649383544922
bio1,143.04160000000002,0.7297649383544922
bio1,143.3008,0.7297649383544922
bio1,143.56,0.7297649383544922
bio1,143.81920000000002,0.7297649383544922
bio1,144.07840000000002,0.7297649383544922
bio1,144.3376,0.7297649383544922
bio1,144.59680000000003,0.7297649383544922
bio1,144.856,0.7297649383544922
bio1,145.11520000000002,0.7297649383544922
bio1,145.3744,0.7297649383544922
bio1,145.6336,0.7297649383544922
bio1,145.89280000000002,0.7297649383544922
bio1,146.15200000000002,0.7297649383544922
bio1,146.4112,0.7297649383544922
bio1,146.67040000000003,0.7297649383544922
bio1,146.9296,0.7297649383544922
bio1,147.18880000000001,0.7297649383544922
bio1,147.448,0.7297649383544922
bio1,147.7072,0.7297649383544922
bio1,147.96640000000002,0.7297649383544922
bio1,148.22560000000001,0.7297649383544922
bio1,148.4848,0.7297649383544922
bio1,148.744,0.7297649383544922
bio1,149.00320000000002,0.7297649383544922
bio1,149.2624,0.7297649383544922
bio1,149.5216,0.7297649383544922
bio1,149.7808,0.7297649383544922
bio1,150.04000000000002,0.7297649383544922
bio1,150.2992,0.7297649383544922
bio1,150.5584,0.7297649383544922
bio1,150.8176,0.7297649383544922
bio1,151.07680000000002,0.7297649383544922
bio1,151.336,0.7297649383544922
bio1,151.5952,0.7297649383544922
bio1,151.8544,0.7297649383544922
bio1,152.11360000000002,0.7297649383544922
bio1,152.3728,0.7297649383544922
bio1,152.632,0.7297649383544922
bio1,152.89120000000003,0.7297649383544922
bio1,153.15040000000002,0.7297649383544922
bio1,153.4096,0.7297649383544922
bio1,153.6688,0.7297649383544922
bio1,153.928,0.7297649383544922
bio1,154.18720000000002,0.7297649383544922
bio1,154.4464,0.7297649383544922
bio1,154.7056,0.7297649383544922
bio1,154.96480000000003,0.7297649383544922
bio1,155.22400000000002,0.7297649383544922
bio1,155.4832,0.7297649383544922
bio1,155.7424,0.7297649383544922
bio1,156.00160000000002,0.7297649383544922
bio1,156.26080000000002,0.7297649383544922
bio1,156.52,0.7297649383544922
bio1,156.7792,0.7297649383544922
bio1,157.03840000000002,0.7297649383544922
bio1,157.29760000000002,0.7297649383544922
bio1,157.5568,0.7297649383544922
bio1,157.816,0.7297649383544922
bio1,158.07520000000002,0.7297649383544922
bio1,158.33440000000002,0.7297649383544922
bio1,158.5936,0.7297649383544922
bio1,158.8528,0.7297649383544922
bio1,159.11200000000002,0.7297649383544922
bio1,159.37120000000002,0.7297649383544922
bio1,159.6304,0.7297649383544922
bio1,159.88960000000003,0.7297649383544922
bio1,160.14880000000002,0.7297649383544922
bio1,160.40800000000002,0.7297649383544922
bio1,160.6672,0.7297649383544922
bio1,160.9264,0.7297649383544922
bio1,161.18560000000002,0.7297649383544922
bio1,161.44480000000001,0.7297649383544922
bio1,161.704,0.7297649383544922
bio1,161.96320000000003,0.7297649383544922
bio1,162.2224,0.7297649383544922
bio1,162.48160000000001,0.7297649383544922
bio1,162.7408,0.7297649383544922
bio1,163.0,0.7297649383544922
bio1,163.25920000000002,0.7297649383544922
bio1,163.5184,0.7297649383544922
bio1,163.7776,0.7297649383544922
bio1,164.03680000000003,0.7297649383544922
bio1,164.29600000000002,0.7297649383544922
bio1,164.5552,0.7297649383544922
bio1,164.8144,0.7297649383544922
bio1,165.0736,0.7297649383544922
bio1,165.33280000000002,0.7297649383544922
bio1,165.592,0.7297610640525818
bio1,165.8512,0.7297502160072327
bio1,166.11040000000003,0.7297393083572388
bio1,166.3696,0.7297284007072449
bio1,166.6288,0.7290078401565552
bio1,166.88800000000003,0.7275674939155579
bio1,167.1472,0.7261252999305725
bio1,167.40640000000002,0.7246814370155334
bio1,167.6656,0.7232358455657959
bio1,167.9248,0.7217886447906494
bio1,168.18400000000003,0.7203397154808044
bio1,168.44320000000002,0.7188891768455505
bio1,168.7024,0.7174371480941772
bio1,168.9616,0.715983510017395
bio1,169.22080000000003,0.7145283222198486
bio1,169.48000000000002,0.7130716443061829
bio1,169.7392,0.7116134166717529
bio1,169.9984,0.7101538181304932
bio1,170.25760000000002,0.7086927890777588
bio1,170.51680000000002,0.7072303891181946
bio1,170.776,0.7057666182518005
bio1,171.03520000000003,0.7043014764785767
bio1,171.2944,0.7028350830078125
bio1,171.55360000000002,0.7013673782348633
bio1,171.81280000000004,0.6998984217643738
bio1,172.072,0.6984282732009888
bio1,172.33120000000002,0.6969569325447083
bio1,172.59040000000002,0.6954845190048218
bio1,172.8496,0.6940109133720398
bio1,173.10880000000003,0.6925361752510071
bio1,173.36800000000002,0.6910603642463684
bio1,173.62720000000002,0.6895834803581238
bio1,173.8864,0.688105583190918
bio1,174.14560000000003,0.6866267323493958
bio1,174.40480000000002,0.6851468682289124
bio1,174.66400000000002,0.6836661100387573
bio1,174.9232,0.6821843981742859
bio1,175.18240000000003,0.6807017922401428
bio1,175.44160000000002,0.6792184114456177
bio1,175.70080000000002,0.6777341365814209
bio1,175.96000000000004,0.676249086856842
bio1,176.2192,0.6747633218765259
bio1,176.47840000000002,0.6732767820358276
bio1,176.73760000000004,0.6717894673347473
bio1,176.9968,0.6703014969825745
bio1,177.25600000000003,0.6688128709793091
bio1,177.51520000000002,0.6673235893249512
bio1,177.7744,0.6658337116241455
bio1,178.03360000000004,0.6643432378768921
bio1,178.2928,0.6628521680831909
bio1,178.55200000000002,0.6613606214523315
bio1,178.8112,0.659868597984314
bio1,179.0704,0.6583760380744934
bio1,179.32960000000003,0.6568830609321594
bio1,179.58880000000002,0.655389666557312
bio1,179.848,0.6538958549499512
bio1,180.10720000000003,0.6524017453193665
bio1,180.3664,0.6509072184562683
bio1,180.62560000000002,0.6494123935699463
bio1,180.88480000000004,0.6479172706604004
bio1,181.144,0.6464218497276306
bio1,181.40320000000003,0.6449261903762817
bio1,181.6624,0.6434303522109985
bio1,181.9216,0.6419342756271362
bio1,182.18080000000003,0.6404380798339844
bio1,182.44,0.638941764831543
bio1,182.69920000000002,0.6374452710151672
bio1,182.9584,0.6359487175941467
bio1,183.2176,0.6344521045684814
bio1,183.47680000000003,0.6329554319381714
bio1,183.73600000000002,0.6314588785171509
bio1,183.9952,0.6299622058868408
bio1,184.25440000000003,0.6284655928611755
bio1,184.51360000000003,0.626969039440155
bio1,184.77280000000002,0.6254725456237793
bio1,185.032,0.6239761710166931
bio1,185.2912,0.6224799156188965
bio1,185.55040000000002,0.6209838390350342
bio1,185.80960000000002,0.6194879412651062
bio1,186.0688,0.6179922819137573
bio1,186.32800000000003,0.6164968013763428
bio1,186.5872,0.6150016188621521
