X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.005322583479328354,11.079249989983937,0.49159316954756715
2.0,2.0,train,0.009468123144424707,46.43974909150182,0.6998131976075013
3.0,3.0,train,0.005936935709211216,15.070478514527535,0.5297798784143722
4.0,4.0,train,7.986298540046045E-4,1.5470716182217181,0.09652044228152923
5.0,5.0,train,0.008709814524417754,35.42372383713179,0.6694420029999304
6.0,6.0,train,0.006266377633688903,17.51128710174231,0.5490616946661858
7.0,7.0,train,0.005859056421725965,14.476763562934325,0.5251025004016061
8.0,8.0,train,0.005761066033620692,13.30886357623158,0.5191511061960148
9.0,9.0,train,0.005638129189647985,12.732773054725367,0.5115790098865938
10.0,10.0,train,0.007029773761115112,24.23015498358608,0.5907579592986607
11.0,11.0,train,0.010842539052269857,87.29297097209708,0.7479257517480615
12.0,12.0,train,0.009219959631966335,40.814882234215254,0.6901943155804117
13.0,13.0,train,0.009990680861529046,71.77457760085635,0.7191023056688237
14.0,14.0,train,0.010048063569895451,76.77441609891495,0.7211434546036923
15.0,15.0,train,0.006370151914163621,18.148379980510224,0.5549701532204206
16.0,16.0,train,0.010425893511329698,81.92742900474268,0.7342177909602696
17.0,17.0,train,0.00824878182029611,30.308848572098977,0.6494942751648982
18.0,18.0,train,0.007029773761115112,24.23015498358608,0.5907579592986607
19.0,19.0,train,0.007029773761115112,24.23015498358608,0.5907579592986607
20.0,20.0,train,0.010001794081521435,75.76899093662209,0.7194987749991095
21.0,21.0,train,0.008421069734396665,31.97975539111457,0.6570858509342213
22.0,22.0,train,0.009079440649551386,39.89289294791116,0.6846117167844483
23.0,23.0,train,0.009781100590214352,62.81984052164285,0.7115196095066265
24.0,24.0,train,0.00862483457115834,34.55275117095468,0.6658524551138494
25.0,25.0,train,0.009733459692717751,59.890728203422235,0.7097675861778601
26.0,26.0,train,0.009480460485925398,48.33415192275517,0.7002835256969546
27.0,27.0,train,0.009948300634602612,67.78182138450265,0.7175852211341056
28.0,28.0,train,0.009651756244290077,54.07485279846203,0.706738083711183
29.0,29.0,train,0.009468123144424707,46.43974909150182,0.6998131976075013
30.0,30.0,train,0.003483507144071748,6.011529492573998,0.35772328680229915
31.0,31.0,train,0.009374791380130951,44.55092494032748,0.696231180986417
32.0,32.0,train,0.008961002877955654,38.08830230169857,0.6798283162632495
33.0,33.0,train,0.012597612300950353,100.0,0.7983239309863318
34.0,34.0,train,0.011964941277817663,97.52764185113854,0.7814374895704259
35.0,35.0,train,0.009688033187463682,58.91745710898612,0.7080870892609693
36.0,36.0,train,0.009678740364538465,56.011016876723914,0.7077421158381033
37.0,37.0,train,0.009678740364538465,56.011016876723914,0.7077421158381033
38.0,38.0,train,0.009358257620701768,43.61334221135864,0.6955921831731708
39.0,39.0,train,0.009976288318304872,69.77544072113426,0.7185880120112528
40.0,40.0,train,0.00954721531213931,51.190911820827466,0.7028156233350342
41.0,41.0,train,0.009688033187463682,58.91745710898612,0.7080870892609693
42.0,42.0,train,0.009902388667482514,63.81006369002725,0.7159324633526449
43.0,43.0,train,0.00954721531213931,51.190911820827466,0.7028156233350342
44.0,44.0,train,0.009976288318304872,69.77544072113426,0.7185880120112528
45.0,45.0,train,0.009688033187463682,58.91745710898612,0.7080870892609693
46.0,46.0,train,0.009327225723931725,42.67744275066084,0.6943892291944294
47.0,47.0,train,0.00929980984882672,41.74486387334532,0.6933224960187439
48.0,48.0,train,0.009776448878102589,61.841674729564254,0.711349006887926
49.0,49.0,train,0.009415608315701313,45.492415087689544,0.6978029393442401
50.0,50.0,train,0.006634112354555858,20.7785478669921,0.569652371212761
51.0,51.0,train,0.009912035633205177,64.80082959594382,0.7162805395366406
52.0,52.0,train,0.011108170378661197,89.48912465043497,0.7562938274706889
53.0,53.0,train,0.009997597626601238,74.76985867909404,0.7193491303039805
54.0,54.0,train,0.008969470856047608,38.984951688776164,0.6801727115077336
55.0,55.0,train,0.011378118725537683,93.99537334727933,0.764513349514877
56.0,56.0,train,0.010660364368860548,84.0524029364074,0.7420212657157889
57.0,57.0,train,0.006914157931569803,22.135209956944735,0.5847000825764748
58.0,58.0,train,0.006914157931569803,22.135209956944735,0.5847000825764748
59.0,59.0,train,0.011108170378661197,89.48912465043497,0.7562938274706889
60.0,60.0,train,0.008867535568608989,37.19182304851554,0.6760022460527183
61.0,61.0,train,0.007005107465957422,23.527103198239494,0.5894729884572971
62.0,62.0,train,0.010366556675691706,80.8832129447011,0.7322058413676413
63.0,63.0,train,0.005951219541482037,16.26033856904279,0.5306327428062725
64.0,64.0,train,0.009991049761657867,72.7707126126201,0.7191154753415174
65.0,65.0,train,0.009991049761657867,72.7707126126201,0.7191154753415174
66.0,66.0,train,0.011611375676550673,95.15629665883124,0.7713920670160941
67.0,67.0,train,0.010745169756800777,85.12710874465361,0.7447869152867816
68.0,68.0,train,0.011744249118804484,96.33110891971654,0.7752202769187533
69.0,69.0,train,0.01212902012755729,98.74029287993669,0.7859481073203707
70.0,70.0,train,0.011286941975396066,92.85799196235106,0.761768634006364
71.0,71.0,train,0.011286941975396066,92.85799196235106,0.761768634006364
72.0,72.0,train,0.009929794540658024,66.78718754314626,0.7169201911901237
73.0,73.0,train,0.010262047972114989,78.81484468329191,0.7286251309702264
74.0,74.0,train,0.00445291224390104,8.063858223831733,0.4321752867021249
75.0,75.0,train,0.010593954629944556,82.98665261901253,0.7398346223972934
76.0,76.0,train,0.009961519117478952,68.77785897837603,0.718059280200658
77.0,77.0,train,0.010340829164467493,79.84946990949229,0.7313287652481788
